bag_verblijfsobject_id,nummer,soort_woning
0599010000246231,85551000025,Zelfstandig
0599010000216831,46511000011,Zelfstandig
0599010000084196,48463000106,Zelfstandig
0599010000481099,85011000059,Zelfstandig
0599010000484797,36361000023,Onzelfstandig
0599010000487596,51070000090,Onzelfstandig
0599010400004367,51010000007,Onzelfstandig
0599010400004348,51010000022,Onzelfstandig
0599010400003138,36368000020,Onzelfstandig
0599010400009917,11994000009,Zelfstandig
0599010000296876,24005000022,Onzelfstandig
0599010400006486,42009000027,Onzelfstandig
0599010400013867,36109000037,Onzelfstandig
0599010400013963,87403000007,Onzelfstandig
0599010400013982,87403000028,Onzelfstandig
0599010400027049,10006000093,Onzelfstandig
0599010400027177,10009000047,Onzelfstandig
0599010000436965,12203000024,Zelfstandig
0599010000436967,12203000026,Zelfstandig
0599010400027949,15004000221,Onzelfstandig
0599010000487185,17000000606,Onzelfstandig
0599010000486949,17000000343,Zelfstandig
0599010000038317,18000000062,Onzelfstandig
0599010400027229,10009000094,Onzelfstandig
0599010400028029,15004000281,Onzelfstandig
0599010000480627,25071000063,Zelfstandig
0599010000291660,10011000158,Onzelfstandig
0599010000480524,25072000017,Zelfstandig
0599010400026977,10007000010,Onzelfstandig
0599010400027418,16002000208,Onzelfstandig
0599010000040115,20003000001,Zelfstandig
0599010400026078,20002000120,Onzelfstandig
0599010000486667,17000000042,Zelfstandig
0599010000487065,17000000146,Zelfstandig
0599010000037351,20000000060,Onzelfstandig
0599010000037351,20000000061,Onzelfstandig
0599010000360142,20004000074,Zelfstandig
0599010400026548,25062000006,Onzelfstandig
0599010400025783,20001000153,Onzelfstandig
0599010400038039,25064000002,Onzelfstandig
0599010000346609,45004000114,Zelfstandig
0599010000159966,42034000036,Onzelfstandig
0599010000330393,45003000104,Zelfstandig
0599010400028153,44000000082,Onzelfstandig
0599010000270626,47012000010,Onzelfstandig
0599010000042026,49000000212,Onzelfstandig
0599010400019219,51021000007,Onzelfstandig
0599010400014706,11143000015,Onzelfstandig
0599010400020124,23040000007,Onzelfstandig
0599010400028279,77746000011,Onzelfstandig
0599010400033430,11103000044,Onzelfstandig
0599010000475458,85101000084,Onzelfstandig
0599010400035312,23133000007,Onzelfstandig
0599010400036646,36198000024,Onzelfstandig
0599010000132743,71525000021,Onzelfstandig
0599010000013898,77804000012,Onzelfstandig
0599010000219006,77812000029,Onzelfstandig
0599010400043918,12002000013,Onzelfstandig
0599010400043945,12002000040,Onzelfstandig
0599010400028454,11452000072,Onzelfstandig
0599010110002251,85342000007,Onzelfstandig
0599010110005561,75077000056,Onzelfstandig
0599010000325711,51161000026,Onzelfstandig
0599010110024891,71526000021,Onzelfstandig
0599010400028354,41000000073,Zelfstandig
0599010000347156,71371000009,Zelfstandig
0599010000182740,11072000006,Onzelfstandig
0599010000078128,71243000001,Zelfstandig
0599010000077914,71263000015,Zelfstandig
0599010000046794,67811000018,Zelfstandig
0599010000251033,87624000089,Zelfstandig
0599010000334544,85601000033,Zelfstandig
0599010000209557,45936000035,Zelfstandig
0599010000036968,45934000057,Zelfstandig
0599010000248548,11502000012,Zelfstandig
0599010000066963,11462000019,Zelfstandig
0599010000083479,85011000048,Zelfstandig
0599010000076598,49431000008,Zelfstandig
0599010000213928,77772000022,Zelfstandig
0599010000336755,87761000006,Zelfstandig
0599010000343130,48941000014,Zelfstandig
0599010000343022,48942000062,Zelfstandig
0599010000042576,77821000032,Zelfstandig
0599010000307231,71211000002,Zelfstandig
0599010000188130,45962000083,Zelfstandig
0599010000249550,11531000027,Zelfstandig
0599010000205300,48421000154,Zelfstandig
0599010000291703,11341000011,Zelfstandig
0599010000085787,77411000010,Zelfstandig
0599010000095709,87716000008,Zelfstandig
0599010000325996,74481000037,Zelfstandig
0599010000256680,90141000017,Zelfstandig
0599010000323490,74251000009,Zelfstandig
0599010000290312,77451000022,Zelfstandig
0599010000165606,11462000002,Zelfstandig
0599010000153975,89611000037,Zelfstandig
0599010000246368,76071000053,Zelfstandig
0599010000078444,71251000045,Zelfstandig
0599010000252623,88021000058,Zelfstandig
0599010000248864,11502000035,Zelfstandig
0599010000338476,11351000035,Zelfstandig
0599010000254015,44902000088,Zelfstandig
0599010000068560,45912000123,Zelfstandig
0599010000250394,87613000025,Zelfstandig
0599010000130529,90751000014,Zelfstandig
0599010000343072,48942000193,Zelfstandig
0599010000131148,67822000102,Zelfstandig
0599010000482726,77793000014,Onzelfstandig
0599010400000412,71876000039,Onzelfstandig
0599010000484671,36360000065,Onzelfstandig
0599010000318786,23109000035,Onzelfstandig
0599010400003165,36359000060,Onzelfstandig
0599010400003165,36359000056,Onzelfstandig
0599010400001222,36357000057,Onzelfstandig
0599010400007739,77885000004,Onzelfstandig
0599010400003165,36359000116,Onzelfstandig
0599010400006438,42009000043,Onzelfstandig
0599010000289630,48000000104,Onzelfstandig
0599010400019853,77744000050,Onzelfstandig
0599010400027398,16002000188,Onzelfstandig
0599010000486878,17000000239,Zelfstandig
0599010400027408,16002000197,Onzelfstandig
0599010000019852,10004000012,Zelfstandig
0599010000345736,10008000012,Zelfstandig
0599010000020111,10012000144,Zelfstandig
0599010000283752,14001000049,Zelfstandig
0599010000487093,17000000524,Onzelfstandig
0599010400027420,16002000214,Onzelfstandig
0599010400027079,14000000009,Onzelfstandig
0599010400026138,20002000210,Onzelfstandig
0599010000298564,10010000070,Onzelfstandig
0599010000486834,17000000192,Zelfstandig
0599010400026870,19000000199,Onzelfstandig
0599010000480564,25070000100,Onzelfstandig
0599010000487185,17000000573,Onzelfstandig
0599010400025801,20001000176,Onzelfstandig
0599010000360022,20004000461,Onzelfstandig
0599010400038049,22000000015,Onzelfstandig
0599010000014817,14001000071,Onzelfstandig
0599010400026574,42028000001,Onzelfstandig
0599010400026810,42036000001,Onzelfstandig
0599010000026957,45004000020,Zelfstandig
0599010400025566,45003000005,Onzelfstandig
0599010000070056,47012000051,Onzelfstandig
0599010000042026,49000000213,Onzelfstandig
0599010400024331,12113000018,Onzelfstandig
0599010000475458,85101000051,Zelfstandig
0599010000082036,77805000010,Onzelfstandig
0599010110000568,71020000008,Onzelfstandig
0599010110007807,51071000028,Onzelfstandig
0599010000325663,51160000005,Onzelfstandig
0599010110017109,36205000068,Onzelfstandig
0599010110027907,23134000055,Onzelfstandig
0599010000077289,71361000052,Zelfstandig
0599010000242970,90771000004,Zelfstandig
0599010000311584,71241000004,Zelfstandig
0599010000186281,90792000042,Zelfstandig
0599010000290916,90801000016,Zelfstandig
0599010000373997,63601000019,Zelfstandig
0599010000058416,67761000005,Zelfstandig
0599010000134017,45934000031,Zelfstandig
0599010000248640,11381000019,Zelfstandig
0599010000252244,88221000079,Zelfstandig
0599010000248564,11071000010,Zelfstandig
0599010000078515,71361000037,Zelfstandig
0599010000077659,88041000128,Onzelfstandig
0599010000087905,87461000057,Zelfstandig
0599010000325234,87771000040,Zelfstandig
0599010000224699,87772000035,Zelfstandig
0599010000323268,74211000053,Zelfstandig
0599010000251202,87641000124,Zelfstandig
0599010000241641,67822000022,Zelfstandig
0599010000253630,87701000011,Zelfstandig
0599010000078905,85581000001,Zelfstandig
0599010000160115,46541000017,Zelfstandig
0599010000239659,77421000021,Zelfstandig
0599010000323638,74441000008,Zelfstandig
0599010000046853,71231000121,Zelfstandig
0599010000323742,74871000002,Zelfstandig
0599010000323595,74251000125,Zelfstandig
0599010000249907,87608000008,Zelfstandig
0599010000105228,11651000043,Zelfstandig
0599010000112305,85562000005,Zelfstandig
0599010000313590,87715000002,Zelfstandig
0599010000040406,77131000080,Zelfstandig
0599010000045416,48411000102,Zelfstandig
0599010000056051,48463000091,Zelfstandig
0599010000295424,44901000095,Zelfstandig
0599010000253281,11101000004,Zelfstandig
0599010000331133,11412000012,Zelfstandig
0599010000092444,77431000068,Zelfstandig
0599010000381690,49381000057,Zelfstandig
0599010000307298,71701000030,Zelfstandig
0599010000323495,74251000015,Zelfstandig
0599010000253380,87618000007,Zelfstandig
0599010000142509,48463000146,Zelfstandig
0599010000053578,87781000033,Zelfstandig
0599010000112356,87713000013,Zelfstandig
0599010000343013,48942000044,Zelfstandig
0599010000225642,11794000016,Onzelfstandig
0599010000484797,36361000008,Onzelfstandig
0599010000318809,23109000060,Onzelfstandig
0599010000318898,23109000076,Onzelfstandig
0599010400019843,77744000013,Onzelfstandig
0599010400019838,77744000049,Onzelfstandig
0599010000360022,20004000410,Onzelfstandig
0599010000261877,49001000167,Onzelfstandig
0599010000126534,60001000094,Zelfstandig
0599010000107355,10011000115,Onzelfstandig
0599010000038317,18000000063,Onzelfstandig
0599010400027729,15004000067,Onzelfstandig
0599010000295745,10005000051,Zelfstandig
0599010000298312,10010000005,Onzelfstandig
0599010000480576,25071000012,Zelfstandig
0599010000480533,25072000026,Zelfstandig
0599010400027783,15004000111,Onzelfstandig
0599010000360246,20004000145,Zelfstandig
0599010000360050,20004000024,Zelfstandig
0599010000486671,17000000046,Zelfstandig
0599010400027531,19001000074,Onzelfstandig
0599010000294820,12201000002,Zelfstandig
0599010400026570,42026000005,Onzelfstandig
0599010400026570,42026000006,Onzelfstandig
0599010000360022,20004000341,Onzelfstandig
0599010000360085,20004000047,Zelfstandig
0599010400027021,10006000042,Onzelfstandig
0599010400027021,10006000045,Onzelfstandig
0599010400026544,25060000002,Onzelfstandig
0599010000230755,18000000112,Onzelfstandig
0599010000066923,10011000208,Onzelfstandig
0599010400027593,47021000033,Onzelfstandig
0599010000228686,49000000040,Onzelfstandig
0599010000298593,45004000017,Zelfstandig
0599010400028139,44000000058,Onzelfstandig
0599010000346623,45004000128,Zelfstandig
0599010000166141,47012000013,Onzelfstandig
0599010400026578,47020000004,Onzelfstandig
0599010400019221,51021000009,Onzelfstandig
0599010400020469,48001000001,Onzelfstandig
0599010000224208,81100000060,Onzelfstandig
0599010000124023,71524000152,Onzelfstandig
0599010000282576,77746000006,Onzelfstandig
0599010400029487,81020000013,Onzelfstandig
0599010400029853,36197000009,Onzelfstandig
0599010000049472,77747000022,Onzelfstandig
0599010400035294,23133000090,Onzelfstandig
0599010000127836,77805000012,Onzelfstandig
0599010110023511,41198000018,Onzelfstandig
0599010000325612,51161000006,Onzelfstandig
0599010000078811,71231000016,Zelfstandig
0599010000341860,11341000031,Onzelfstandig
0599010000087277,71232000034,Zelfstandig
0599010000336693,67861000116,Zelfstandig
0599010000249726,11104000013,Zelfstandig
0599010000377522,77281000003,Onzelfstandig
0599010000247566,11354000040,Zelfstandig
0599010000334933,85611000011,Zelfstandig
0599010000140435,88021000013,Zelfstandig
0599010000309607,45962000033,Zelfstandig
0599010000135920,67763000011,Zelfstandig
0599010000249103,11434000007,Zelfstandig
0599010000248287,11584000020,Zelfstandig
0599010000126387,87682000052,Zelfstandig
0599010000281701,44902000120,Zelfstandig
0599030000005049,48971000012,Zelfstandig
0599010000257488,48464000079,Zelfstandig
0599010000085279,44902000174,Zelfstandig
0599010000039369,77761000005,Zelfstandig
0599010000137428,48435000022,Zelfstandig
0599010000245456,44909000049,Zelfstandig
0599010000295855,44902000014,Zelfstandig
0599010000329734,74931000005,Zelfstandig
0599010000381670,49381000037,Zelfstandig
0599010000079194,85911000002,Zelfstandig
0599010000323667,74441000050,Zelfstandig
0599010000249125,11562000031,Zelfstandig
0599010000045414,48411000046,Zelfstandig
0599010000251224,87622000022,Zelfstandig
0599010000092249,71321000015,Zelfstandig
0599010000253450,87613000001,Zelfstandig
0599010000190616,77431000094,Zelfstandig
0599010000048166,45935000016,Zelfstandig
0599010000333522,74261000050,Zelfstandig
0599010000336673,67861000096,Zelfstandig
0599010000323536,74251000060,Zelfstandig
0599010000248862,11501000114,Zelfstandig
0599010000057470,71232000065,Zelfstandig
0599010000206167,88071000052,Zelfstandig
0599010000164726,48411000006,Onzelfstandig
0599010000485025,82031000052,Onzelfstandig
0599010000487598,51070000092,Onzelfstandig
0599010000319070,23109000039,Onzelfstandig
0599010000318833,23109000099,Onzelfstandig
0599010000089481,74342000002,Onzelfstandig
0599010400003005,36369000008,Onzelfstandig
0599010400007736,77885000008,Onzelfstandig
0599010000488423,77803000017,Onzelfstandig
0599010000300908,24004000053,Onzelfstandig
0599010400013880,36109000051,Onzelfstandig
0599010400019877,77744000029,Onzelfstandig
0599010000294084,60001000053,Zelfstandig
0599010000486592,17000000477,Zelfstandig
0599010000487185,17000000608,Onzelfstandig
0599010000034812,10011000119,Onzelfstandig
0599010400026796,19000000123,Onzelfstandig
0599010400027214,10009000075,Onzelfstandig
0599010000063768,14001000168,Onzelfstandig
0599010400027465,12207000006,Onzelfstandig
0599010000480578,25071000014,Zelfstandig
0599010400025946,10005000060,Onzelfstandig
0599010400027815,15004000134,Onzelfstandig
0599010000486813,17000000508,Onzelfstandig
0599010000487197,17000000258,Zelfstandig
0599010000360175,20004000099,Zelfstandig
0599010000360306,20004000183,Zelfstandig
0599010000360022,20004000278,Onzelfstandig
0599010000360022,20004000260,Onzelfstandig
0599010000218347,42022000028,Onzelfstandig
0599010000255418,14003000022,Zelfstandig
0599010000058291,14003000024,Zelfstandig
0599010000486538,17000000423,Zelfstandig
0599010000436947,12203000006,Zelfstandig
0599010000242916,20001000012,Zelfstandig
0599010400026566,11504000007,Onzelfstandig
0599010000480564,25070000095,Onzelfstandig
0599010400026832,11503000002,Onzelfstandig
0599010400027354,13000000030,Onzelfstandig
0599010000341427,19000000058,Zelfstandig
0599010400038047,22000000012,Onzelfstandig
0599010400026866,19000000194,Onzelfstandig
0599010400027851,15004000158,Onzelfstandig
0599010000159966,42034000034,Onzelfstandig
0599010400027115,49000000007,Zelfstandig
0599010400028139,44000000057,Onzelfstandig
0599010400028145,44000000065,Onzelfstandig
0599010000279428,49001000025,Onzelfstandig
0599010400027179,49000000172,Onzelfstandig
0599010000258442,47012000067,Onzelfstandig
0599010400025614,45004000057,Onzelfstandig
0599010000042026,49000000211,Onzelfstandig
0599010400020137,23040000020,Onzelfstandig
0599010400024326,12113000013,Onzelfstandig
0599010400024304,12113000058,Onzelfstandig
0599010400033488,77747000027,Onzelfstandig
0599010400035257,23133000064,Onzelfstandig
0599010400034996,11144000022,Onzelfstandig
0599010000080513,71525000095,Onzelfstandig
0599010110001133,74923000051,Onzelfstandig
0599010400044244,36201000006,Onzelfstandig
0599010400044282,36201000016,Onzelfstandig
0599010400044284,36201000024,Onzelfstandig
0599010110000595,71020000035,Onzelfstandig
0599010110008590,12122000005,Onzelfstandig
0599010110008606,12122000021,Onzelfstandig
0599010110008626,12122000041,Onzelfstandig
0599010110007814,51071000035,Onzelfstandig
0599010110016636,36204000007,Onzelfstandig
0599010110017094,36205000037,Onzelfstandig
0599010000325541,51161000024,Onzelfstandig
0599010000325581,51161000036,Onzelfstandig
0599010000325722,51161000041,Onzelfstandig
0599010000044339,90712000003,Zelfstandig
0599010000163928,71391000031,Zelfstandig
0599010000334377,11421000027,Onzelfstandig
0599010000126027,90772000036,Zelfstandig
0599010000256297,71273000005,Zelfstandig
0599010000196038,87341000024,Onzelfstandig
0599010400001101,71876000001,Zelfstandig
0599010000346156,71101000021,Zelfstandig
0599010000264550,67768000009,Zelfstandig
0599010000249535,11612000022,Zelfstandig
0599010000251273,87391000084,Zelfstandig
0599010000114073,81331000014,Onzelfstandig
0599010000292899,81802000006,Zelfstandig
0599010000034376,67732000029,Zelfstandig
0599010000249674,11103000027,Zelfstandig
0599010000226184,67812000160,Zelfstandig
0599010000108286,71361000019,Zelfstandig
0599010000252921,11501000017,Zelfstandig
0599010000323065,74201000160,Zelfstandig
0599010000222739,89611000190,Zelfstandig
0599010000219945,67711000062,Zelfstandig
0599010000283535,48461000030,Zelfstandig
0599010000246300,88091000012,Zelfstandig
0599010000293565,45902000052,Zelfstandig
0599010000252182,88052000010,Zelfstandig
0599010000206987,85071000032,Zelfstandig
0599010000079521,85311000023,Zelfstandig
0599010000151000,49431000026,Zelfstandig
0599010000155269,74513000025,Zelfstandig
0599010000326028,74481000019,Zelfstandig
0599010000262609,81821000001,Zelfstandig
0599010000323902,74861000005,Zelfstandig
0599010000248829,45961000044,Zelfstandig
0599010000294646,44901000019,Zelfstandig
0599010000282761,90702000009,Zelfstandig
0599010000248240,11585000033,Zelfstandig
0599010000191946,45931000022,Zelfstandig
0599010000249211,11571000007,Zelfstandig
0599010000250628,87341000055,Zelfstandig
0599010000214871,48461000001,Zelfstandig
0599010000263484,48462000066,Zelfstandig
0599010000183371,67801000055,Zelfstandig
0599010000206071,90171000005,Zelfstandig
0599010000160859,48424000102,Zelfstandig
0599010000317477,87771000022,Zelfstandig
0599010000078048,71251000056,Zelfstandig
0599010000250806,87632000012,Zelfstandig
0599010000250280,87618000004,Zelfstandig
0599010000332596,71041000045,Zelfstandig
0599010000232385,76071000077,Zelfstandig
0599010000079535,85551000053,Zelfstandig
0599010000144044,79861000015,Zelfstandig
0599010000156263,48436000016,Zelfstandig
0599010000266116,48461000040,Zelfstandig
0599010000307499,44901000079,Zelfstandig
0599010000488490,77213000002,Onzelfstandig
0599010000488495,77213000007,Onzelfstandig
0599010000485051,24127000096,Onzelfstandig
0599010400004688,24004000014,Onzelfstandig
0599010400001220,36358000026,Onzelfstandig
0599010400005764,77795000007,Onzelfstandig
0599010400007471,77450000005,Onzelfstandig
0599010000318858,23109000118,Onzelfstandig
0599010400008621,23109000144,Onzelfstandig
0599010400003123,36370000009,Onzelfstandig
0599010000488407,77803000002,Onzelfstandig
0599010400003165,36359000142,Onzelfstandig
0599010000297120,24005000024,Onzelfstandig
0599010400003165,36359000021,Onzelfstandig
0599010000475458,85101000029,Zelfstandig
0599010400019126,87352000039,Onzelfstandig
0599010000236412,49001000126,Onzelfstandig
0599010000238023,14000000027,Zelfstandig
0599010400026906,19000000234,Onzelfstandig
0599010000486729,17000000104,Zelfstandig
0599010000230754,18000000084,Onzelfstandig
0599010000071568,14001000209,Onzelfstandig
0599010400027416,16002000206,Onzelfstandig
0599010400027418,16002000209,Onzelfstandig
0599010000360166,20004000090,Zelfstandig
0599010000129241,10011000069,Onzelfstandig
0599010400027497,19001000031,Onzelfstandig
0599010000295377,12202000003,Zelfstandig
0599010000486785,17000000183,Zelfstandig
0599010000142995,18000000040,Zelfstandig
0599010400027666,15004000020,Onzelfstandig
0599010000360201,20004000112,Zelfstandig
0599010400026144,20002000218,Onzelfstandig
0599010000177804,18000000127,Onzelfstandig
0599010000117324,37000000073,Onzelfstandig
0599010000360022,20004000305,Onzelfstandig
0599010000487185,17000000544,Onzelfstandig
0599010400024620,14001000065,Onzelfstandig
0599010400025871,25073000043,Onzelfstandig
0599010000342802,20002000190,Zelfstandig
0599010000230755,18000000113,Onzelfstandig
0599010000346624,45004000129,Zelfstandig
0599010000263181,47018000004,Zelfstandig
0599010400020125,23040000008,Onzelfstandig
0599010400026928,41155000027,Onzelfstandig
0599010110001120,74923000037,Onzelfstandig
0599010400044250,36201000030,Onzelfstandig
0599010000314949,35162000019,Onzelfstandig
0599010110007783,51071000004,Onzelfstandig
0599010110007850,51072000011,Onzelfstandig
0599010110024928,71526000060,Onzelfstandig
0599010000141737,90741000020,Zelfstandig
0599010000078488,71231000011,Zelfstandig
0599010000237783,90772000025,Zelfstandig
0599010000323352,74841000013,Zelfstandig
0599010000273744,71273000012,Zelfstandig
0599010000220083,71273000014,Zelfstandig
0599010000148746,87331000043,Zelfstandig
0599010000086659,81822000001,Zelfstandig
0599010000078524,71361000034,Zelfstandig
0599010000323784,74851000012,Zelfstandig
0599010000030317,48442000008,Zelfstandig
0599010000346701,77441000012,Zelfstandig
0599010000219999,77131000028,Zelfstandig
0599010000334598,85601000087,Zelfstandig
0599010000252052,87681000036,Zelfstandig
0599010000079351,85011000002,Zelfstandig
0599010000131558,11661000030,Zelfstandig
0599010000331936,45941000067,Zelfstandig
0599010000084413,89621000129,Zelfstandig
0599010000109489,71311000036,Zelfstandig
0599010000252049,87681000057,Zelfstandig
0599010000226886,90792000024,Zelfstandig
0599010000237168,90171000026,Zelfstandig
0599010000251153,87641000075,Zelfstandig
0599010000078613,71243000004,Zelfstandig
0599010000334334,11641000022,Zelfstandig
0599010000248262,11585000015,Zelfstandig
0599010000152577,85312000010,Zelfstandig
0599010000078993,85581000046,Zelfstandig
0599010000336628,67861000051,Zelfstandig
0599010000292172,48423000033,Zelfstandig
0599010000257556,77131000044,Zelfstandig
0599010000307727,74401000016,Zelfstandig
0599010000323776,74501000010,Zelfstandig
0599010000338336,88121000052,Onzelfstandig
0599010000123680,67711000031,Zelfstandig
0599010000343055,48942000092,Zelfstandig
0599010000187983,77401000034,Zelfstandig
0599010000350897,77151000052,Zelfstandig
0599010000250906,87626000034,Zelfstandig
0599010000248539,11502000003,Zelfstandig
0599010000248513,11501000062,Zelfstandig
0599010000248675,11461000025,Zelfstandig
0599010000251364,87441000050,Zelfstandig
0599010000180044,85561000006,Zelfstandig
0599010000053472,48461000053,Zelfstandig
0599010000137492,77111000082,Zelfstandig
0599010000067467,48424000148,Zelfstandig
0599010000333518,74261000046,Zelfstandig
0599010000250166,87681000017,Zelfstandig
0599010000338851,87773000027,Zelfstandig
0599010000022813,48463000062,Zelfstandig
0599010000052533,77411000048,Zelfstandig
0599010000323562,74251000089,Zelfstandig
0599010000077407,74961000010,Zelfstandig
0599010000143585,90151000025,Zelfstandig
0599010000246357,11353000042,Zelfstandig
0599010000374719,14711000001,Zelfstandig
0599010000134066,85071000073,Zelfstandig
0599010000161104,85321000001,Zelfstandig
0599010000159909,77131000088,Zelfstandig
0599010000482785,77792000048,Onzelfstandig
0599010000258853,71424000004,Onzelfstandig
0599010000484981,82031000067,Onzelfstandig
0599010000294892,24004000019,Onzelfstandig
0599010400001198,36362000021,Onzelfstandig
0599010000318822,23109000093,Onzelfstandig
0599010000296205,24004000046,Onzelfstandig
0599010400006370,42009000050,Onzelfstandig
0599010400006515,42009000070,Onzelfstandig
0599010000072659,48000000073,Onzelfstandig
0599010400019868,77744000051,Onzelfstandig
0599010000470498,15002000050,Onzelfstandig
0599010000020710,18000000045,Onzelfstandig
0599010000022707,10012000093,Onzelfstandig
0599010400027214,10009000074,Onzelfstandig
0599010400028023,15004000275,Onzelfstandig
0599010400026802,19000000135,Onzelfstandig
0599010400026802,19000000136,Onzelfstandig
0599010000360266,20004000160,Zelfstandig
0599010000360037,20004000011,Zelfstandig
0599010000487185,17000000587,Onzelfstandig
0599010000157789,10011000067,Onzelfstandig
0599010000480564,25070000134,Onzelfstandig
0599010400026566,11504000006,Onzelfstandig
0599010400026185,20002000293,Onzelfstandig
0599010000257896,10011000025,Onzelfstandig
0599010000222422,35056000007,Onzelfstandig
0599010000191550,19002000103,Zelfstandig
0599010400038050,22000000020,Onzelfstandig
0599010000124659,49001000044,Onzelfstandig
0599010000026387,49000000062,Onzelfstandig
0599010400028157,44000000090,Onzelfstandig
0599010000210866,49000000109,Onzelfstandig
0599010400026564,47015000014,Onzelfstandig
0599010000190085,49000000259,Onzelfstandig
0599010000482153,47024000024,Onzelfstandig
0599010400024324,12113000011,Onzelfstandig
0599010000221502,77747000024,Onzelfstandig
0599010400035237,23133000044,Onzelfstandig
0599010400034954,82116000008,Onzelfstandig
0599010400021911,20005000045,Onzelfstandig
0599010400021915,20005000049,Onzelfstandig
0599010400044237,36201000033,Onzelfstandig
0599010110005542,75077000047,Onzelfstandig
0599010000325754,51160000023,Onzelfstandig
0599010000325780,51160000044,Onzelfstandig
0599010110017085,36205000020,Onzelfstandig
0599010110024874,71526000074,Onzelfstandig
0599010000125047,71361000057,Zelfstandig
0599010000183148,71361000066,Zelfstandig
0599010000046179,90751000004,Zelfstandig
0599010000359855,71381000025,Zelfstandig
0599010000329632,74851000001,Zelfstandig
0599010000251204,87622000023,Zelfstandig
0599010000250930,87621000035,Zelfstandig
0599010000204447,11042000005,Zelfstandig
0599010000248242,11585000035,Zelfstandig
0599010000343015,48942000048,Zelfstandig
0599010000193279,81802000005,Zelfstandig
0599010000035893,77691000035,Zelfstandig
0599010000223911,71810000033,Zelfstandig
0599010000046792,67767000007,Zelfstandig
0599010000336682,67861000105,Zelfstandig
0599010000036847,48462000005,Zelfstandig
0599010000259983,48462000017,Zelfstandig
0599010000343043,48942000066,Zelfstandig
0599010000294109,77551000097,Zelfstandig
0599010000323735,74442000058,Zelfstandig
0599010000186489,90772000050,Zelfstandig
0599010000250612,87341000006,Zelfstandig
0599010000250288,87609000031,Zelfstandig
0599010000250161,87681000011,Zelfstandig
0599010000020155,48464000099,Zelfstandig
0599010000137427,48464000092,Zelfstandig
0599010000237007,77401000054,Zelfstandig
0599010000206880,77111000043,Zelfstandig
0599010000070753,77431000023,Zelfstandig
0599010000109776,89621000193,Zelfstandig
0599010000077865,74521000004,Zelfstandig
0599010000334402,11421000033,Onzelfstandig
0599010000092638,87711000007,Zelfstandig
0599010000251397,87501000096,Zelfstandig
0599010000377350,67891000040,Zelfstandig
0599010000199829,77791000045,Zelfstandig
0599010000323852,74921000023,Zelfstandig
0599010000188713,90772000021,Zelfstandig
0599010000245845,48461000022,Zelfstandig
0599010000309047,48951000008,Zelfstandig
0599010000178217,48423000016,Zelfstandig
0599010000287705,77441000068,Zelfstandig
0599010000307300,71211000050,Zelfstandig
0599010000189706,79861000016,Zelfstandig
0599010000246356,11801000011,Zelfstandig
0599010000349185,79541000006,Zelfstandig
0599010000335864,11392000020,Zelfstandig
0599010000080733,77451000092,Zelfstandig
0599010000284969,71361000110,Zelfstandig
0599010000247679,87431000026,Zelfstandig
0599010000251330,87625000022,Zelfstandig
0599010000318806,23109000041,Onzelfstandig
0599010400002990,36369000026,Onzelfstandig
0599010400003165,36359000080,Onzelfstandig
0599010400003165,36359000117,Onzelfstandig
0599010000249617,11751000103,Zelfstandig
0599010400006515,42009000060,Onzelfstandig
0599010400013851,36109000015,Onzelfstandig
0599010000244272,48000000113,Onzelfstandig
0599010400013953,87403000010,Onzelfstandig
0599010400019629,75074000004,Onzelfstandig
0599010000013996,81100000051,Onzelfstandig
0599010000283998,10011000102,Onzelfstandig
0599010000360022,20004000404,Onzelfstandig
0599010000360022,20004000408,Onzelfstandig
0599010000486579,17000000464,Zelfstandig
0599010000036750,14001000147,Onzelfstandig
0599010400025932,10005000032,Onzelfstandig
0599010400025940,10005000040,Onzelfstandig
0599010400028009,15004000261,Onzelfstandig
0599010400027757,15004000094,Onzelfstandig
0599010000487028,17000000371,Zelfstandig
0599010000486720,17000000095,Zelfstandig
0599010000480595,25071000031,Zelfstandig
0599010000291112,10012000129,Onzelfstandig
0599010000341501,19000000140,Zelfstandig
0599010000194055,14001000007,Onzelfstandig
0599010000017412,10012000147,Zelfstandig
0599010400027340,16002000074,Onzelfstandig
0599010000232773,19002000010,Zelfstandig
0599010000360171,20004000095,Zelfstandig
0599010000360035,20004000009,Zelfstandig
0599010400027434,16000000007,Onzelfstandig
0599010400026756,19000000101,Onzelfstandig
0599010400027037,10006000062,Onzelfstandig
0599010000486569,17000000454,Zelfstandig
0599010400027662,15004000016,Onzelfstandig
0599010000479909,42022000017,Zelfstandig
0599010000284232,20002000107,Zelfstandig
0599010000360022,20004000331,Onzelfstandig
0599010000105082,20002000041,Zelfstandig
0599010400026008,20002000042,Onzelfstandig
0599010400026020,20002000054,Onzelfstandig
0599010400027366,16002000095,Onzelfstandig
0599010000360022,20004000359,Onzelfstandig
0599010000473292,25073000012,Zelfstandig
0599010400026568,25066000007,Onzelfstandig
0599010000218401,49001000103,Onzelfstandig
0599010400028271,44000000278,Onzelfstandig
0599010000121022,45003000002,Zelfstandig
0599010400026584,47020000029,Onzelfstandig
0599010000026365,49001000031,Onzelfstandig
0599010000144395,49000000081,Onzelfstandig
0599010000314172,44000000092,Zelfstandig
0599010400025650,45004000173,Onzelfstandig
0599010000287148,49000000225,Onzelfstandig
0599010000182274,44000000198,Zelfstandig
